DATAH	filename	date	time	DOY	daytime	file_records	used_records	Tau	qc_Tau	rand_err_Tau	H	qc_H	rand_err_H	LE	qc_LE	rand_err_LE	co2_flux	qc_co2_flux	rand_err_co2_flux	h2o_flux	qc_h2o_flux	rand_err_h2o_flux	ch4_flux	qc_ch4_flux	rand_err_ch4_flux	none_flux	qc_none_flux	rand_err_none_flux	H_strg	LE_strg	co2_strg	h2o_strg	ch4_strg	none_strg	co2_v-adv	h2o_v-adv	ch4_v-adv	none_v-adv	co2_molar_density	co2_mole_fraction	co2_mixing_ratio	co2_time_lag	co2_def_timelag	h2o_molar_density	h2o_mole_fraction	h2o_mixing_ratio	h2o_time_lag	h2o_def_timelag	ch4_molar_density	ch4_mole_fraction	ch4_mixing_ratio	ch4_time_lag	ch4_def_timelag	none_molar_density	none_mole_fraction	none_mixing_ratio	none_time_lag	none_def_timelag	sonic_temperature	air_temperature	air_pressure	air_density	air_heat_capacity	air_molar_volume	ET	water_vapor_density	e	es	specific_humidity	RH	VPD	Tdew	u_unrot	v_unrot	w_unrot	u_rot	v_rot	w_rot	wind_speed	max_wind_speed	wind_dir	yaw	pitch	roll	u*	TKE	L	(z-d)/L	bowen_ratio	T*	model	x_peak	x_offset	x_10%	x_30%	x_50%	x_70%	x_90%	un_Tau	Tau_scf	un_H	H_scf	un_LE	LE_scf	un_co2_flux	co2_scf	un_h2o_flux	h2o_scf	un_ch4_flux	ch4_scf	un_none_flux	un_none_scf	spikes_hf	amplitude_resolution_hf	drop_out_hf	absolute_limits_hf	skewness_kurtosis_hf	skewness_kurtosis_sf	discontinuities_hf	discontinuities_sf	timelag_hf	timelag_sf	attack_angle_hf	non_steady_wind_hf	u_spikes	v_spikes	w_spikes	ts_spikes	co2_spikes	h2o_spikes	ch4_spikes	none_spikes	head_detect_LI-7200	t_out_LI-7200	t_in_LI-7200	aux_in_LI-7200	delta_p_LI-7200	chopper_LI-7200	detector_LI-7200	pll_LI-7200	sync_LI-7200	chopper_LI-7500	detector_LI-7500	pll_LI-7500	sync_LI-7500	not_ready_LI-7700	no_signal_LI-7700	re_unlocked_LI-7700	bad_temp_LI-7700	laser_temp_unregulated_LI-7700	block_temp_unregulated_LI-7700	motor_spinning_LI-7700	pump_on_LI-7700	top_heater_on_LI-7700	bottom_heater_on_LI-7700	calibrating_LI-7700	motor_failure_LI-7700	bad_aux_tc1_LI-7700	bad_aux_tc2_LI-7700	bad_aux_tc3_LI-7700	box_connected_LI-7700	mean_value_RSSI_LI-7200	mean_value_LI-7500	u_var	v_var	w_var	ts_var	co2_var	h2o_var	ch4_var	none_var	w/ts_cov	w/co2_cov	w/h2o_cov	w/ch4_cov	w/none_cov	vin_sf_mean	co2_mean	h2o_mean	dew_point_mean	co2_signal_strength_7500_mean	CHK
DATAU		[yyyy-mm-dd]	[HH:MM]	[ddd.ddd]	[1=daytime]	[#]	[#]	[kg+1m-1s-2]	[#]	[kg+1m-1s-2]	[W+1m-2]	[#]	[W+1m-2]	[W+1m-2]	[#]	[W+1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[W+1m-2]	[W+1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[mmol+1mol_a-1]	[mmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[K]	[K]	[Pa]	[kg+1m-3]	[J+1kg-1K-1]	[m+3mol-1]	[mm+1hour-1]	[kg+1m-3]	[Pa]	[Pa]	[kg+1kg-1]	[%]	[Pa]	[K]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[deg_from_north]	[deg]	[deg]	[deg]	[m+1s-1]	[m+2s-2]	[m]	[#]	[#]	[K]	[0=KJ/1=KM/2=HS]	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[kg+1m-1s-2]	[#]	[W+1m-2]	[#]	[W+1m-2]	[#]	[µmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8co2/h2o/ch4/none	8co2/h2o/ch4/none	8aa	8U	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#]	[#]	[m+2s-2]	[m+2s-2]	[m+2s-2]	[K+2]	--	--	--	--	[m+1s-1K+1]	--	--	--	--	--	--	--	--	--	064
DATA	2022-10-08T233000_smart3-00557.ghg	2022-10-09	00:00:00	282	0	18000	18000	-0.00873778	0	NaN	0.983661	0	NaN	16.0607	1	NaN	-1.79044	0	NaN	0.361256	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.99671e-11	3.39106e-12	NaN	NaN	23.157	539.756	549.823	0	1	785.526	18.3095	18.651	0.3	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	286.985	287.073	102397	1.23406	1015.48	0.0233085	0.0234094	0.0141552	1875.34	1585.75	0.0114704	100	0	289.647	0.496832	0.252548	0.0787024	0.562865	4.09661e-15	4.31693e-15	0.562865	1.35328	240.748	26.945	8.0377	NaN	0.0841459	0.0355522	-53.8094	-0.0396399	0.0612466	-0.00932836	1	9.8426	4	8	15	25	45	132	-0.00857211	1.01933	1.83491	1.02595	14.365	1.09092	-1.87804	1.09092	0.323116	1.09092	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	1	3	0	9	43	19	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43	0.0452671	0.0146148	0.0112225	0.00367703	0.194861	328.587	NaN	NaN	0.00146422	-0.00187804	0.323116	NaN	NaN	12.26	539.756	18.3093	16.4216	42.2192	038
DATA	2022-10-09T000000_smart3-00557.ghg	2022-10-09	00:30:00	282.0208	0	18000	18000	0.0102767	1	NaN	-1.96491	2	NaN	1.59551	2	NaN	3.87193	2	NaN	0.0358893	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.92181e-10	-6.85561e-12	NaN	NaN	21.0469	490.689	499.431	0.4	0	750.797	17.5041	17.816	0.1	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	287.019	287.104	102384	1.23414	1015.04	0.0233141	0.00232563	0.0135294	1792.62	1588.92	0.0109626	100	0	288.94	0.436472	0.0153094	0.0188349	0.437146	-1.10264e-14	-9.13111e-15	0.437146	1.2162	264.048	2.00884	2.46942	NaN	0.0912522	0.0419403	34.3473	0.0621009	-1.23152	0.0171891	1	4.80274	2	4	9	16	33	127	0.0101069	1.0168	-1.82543	1.0291	1.56287	1.1197	3.54498	1.1197	0.0351549	1.1197	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800111099	899999999	899999999	89999	89999	89	89	1	8	1	8	10	9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43	0.0301061	0.0403072	0.0134674	0.00686034	0.909652	579.636	NaN	NaN	-0.00145719	0.00354498	0.0351549	NaN	NaN	12.2508	490.696	17.5042	15.7113	42.5053	112
DATA	2022-10-09T003000_smart3-00557.ghg	2022-10-09	01:00:00	282.0416	0	18000	18000	0.0337058	1	NaN	2.61527	0	NaN	45.1344	1	NaN	27.056	1	NaN	1.01495	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.36113e-10	4.64586e-12	NaN	NaN	22.3513	520.646	530.065	0.5	0	762.903	17.7709	18.0924	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	286.925	286.801	102365	1.23509	1015.17	0.0232938	0.0657689	0.0137475	1819.6	1557.97	0.0111308	100	0	289.174	1.20547	-0.749201	-0.0547919	1.42038	8.54334e-14	6.08971e-15	1.42038	4.8566	300.595	328.139	-2.21077	NaN	0.165197	0.426409	-153.093	-0.0139327	0.0579441	-0.0126262	1	14.0173	6	12	22	38	71	225	0.0332725	1.01302	5.00483	1.02383	40.235	1.0957	24.0622	1.0957	0.904778	1.0957	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	801001099	899999999	899999999	89999	89999	89	89	0	17	0	22	25	31	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44	0.625138	0.149939	0.0777417	0.0495512	0.608607	1272.87	NaN	NaN	0.00399162	0.0240622	0.904778	NaN	NaN	12.24	520.644	17.7715	15.9358	43.9444	027
DATA	2022-10-09T010000_smart3-00557.ghg	2022-10-09	01:30:00	282.0624	0	18000	18000	0.0172131	1	NaN	4.31068	1	NaN	-17.8796	2	NaN	-55.8412	1	NaN	-0.40182	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.11004e-10	-3.68178e-12	NaN	NaN	19.1686	445.625	452.311	0	0	635.783	14.7805	15.0022	0	1	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	286.379	286.168	102341	1.23895	1013.5	0.0232477	-0.0260379	0.0114568	1513.06	1494.96	0.00924719	100	0	286.317	1.32027	-0.798943	-0.0578246	1.54427	2.80709e-15	-5.79093e-15	1.54427	4.04328	299.441	328.82	-2.14592	NaN	0.11787	0.244172	-33.7158	-0.063264	-0.241095	-0.0291249	1	25.7659	11	21	38	61	107	292	0.016995	1.01283	3.2437	1.02409	-16.3625	1.09731	-50.9357	1.09731	-0.367725	1.09731	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800001099	899999999	899999999	89999	89999	89	89	6	8	0	26	9	21	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41	0.268787	0.127228	0.0923307	0.00332295	4.53743	1399.35	NaN	NaN	0.00258322	-0.0509357	-0.367725	NaN	NaN	12.2162	445.62	14.7804	13.0745	40.8278	143
DATA	2022-10-09T013000_smart3-00557.ghg	2022-10-09	02:00:00	282.0833	0	18000	18000	0.016456	1	NaN	0.90604	0	NaN	21.035	1	NaN	7.73006	2	NaN	0.472758	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.02561e-11	1.66122e-12	NaN	NaN	20.1043	467.502	474.84	0	1	664.548	15.4533	15.6959	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	286.447	286.218	102332	1.2383	1013.88	0.0232539	0.0306347	0.0119752	1581.79	1499.85	0.00967062	100	0	286.999	0.853326	-0.540208	-0.0748342	1.01271	7.12788e-14	2.49977e-15	1.01271	3.26792	299.649	327.664	-4.23772	NaN	0.115279	0.1731	-150.069	-0.0142135	0.0430729	-0.00626019	1	14.4664	6	12	23	39	73	231	0.0162224	1.0144	2.02921	1.0236	18.9054	1.09151	6.83304	1.09151	0.424894	1.09151	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800011099	899999999	899999999	89999	89999	89	89	0	5	0	35	48	40	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62	0.227533	0.0733907	0.0452762	0.00262582	0.288641	164.944	NaN	NaN	0.00161628	0.00683304	0.424894	NaN	NaN	12.2087	467.503	15.4534	13.7763	61.2227	009
DATA	2022-10-09T020000_smart3-00557.ghg	2022-10-09	02:30:00	282.1041	0	18000	18000	0.003823	2	NaN	1.79411	1	NaN	14.019	1	NaN	2.14434	2	NaN	0.31514	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.75693e-11	1.87104e-12	NaN	NaN	21.1798	493.014	501.042	0	1	688.359	16.0233	16.2842	0.1	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	286.528	286.437	102306	1.23678	1014.2	0.0232776	0.0204211	0.0124042	1639.72	1521.51	0.0100295	100	0	287.554	0.376833	-0.176962	-0.0161671	0.41663	1.74241e-14	2.71812e-15	0.41663	1.60243	292.021	334.845	-2.2239	NaN	0.0555977	0.105677	-8.50117	-0.250907	0.127977	-0.0257264	1	10.47	5	8	14	22	37	91	0.00373588	1.02332	2.50657	1.02841	12.4795	1.0931	1.72278	1.0931	0.280533	1.0931	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800011199	899999999	899999999	89999	89999	89	89	0	3	0	40	18	21	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60	0.155158	0.0394737	0.0167212	0.00950066	0.369524	205.122	NaN	NaN	0.00199833	0.00172278	0.280533	NaN	NaN	12.2	493.014	16.0233	14.3306	59.9512	043
DATA	2022-10-09T023000_smart3-00557.ghg	2022-10-09	03:00:00	282.1249	0	18000	18000	-0.0284088	1	NaN	2.33062	1	NaN	7.22773	1	NaN	-1.44969	1	NaN	0.162516	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7.81167e-11	-2.61434e-12	NaN	NaN	21.0881	491.402	499.618	-0.3	0	705.759	16.4458	16.7208	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	286.582	286.693	102289	1.23526	1014.44	0.0233023	0.010531	0.0127178	1682.67	1547.04	0.0102956	100	0	287.955	-0.0559172	-0.125594	0.0138544	0.138175	-9.95696e-15	-3.7043e-15	0.138175	1.60058	34.485	246	5.75454	NaN	0.151651	0.120032	-132.802	-0.0160615	0.322455	-0.0122642	1	0.177465	1	1	2	NaN	NaN	NaN	-0.0270309	1.05097	2.61206	1.04688	6.19403	1.11482	-1.49474	1.11482	0.139273	1.11482	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800011099	899999999	899999999	89999	89999	89	89	5	1	0	11	12	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64	0.0567931	0.162546	0.020726	0.00916183	0.0550443	146.669	NaN	NaN	0.00208448	-0.00149474	0.139273	NaN	NaN	12.2046	491.402	16.4459	14.7314	62.901	014
DATA	2022-10-09T030000_smart3-00557.ghg	2022-10-09	03:30:00	282.1458	0	18000	18000	-0.00895213	1	NaN	-0.530003	2	NaN	8.9532	1	NaN	-1.79895	2	NaN	0.201361	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-8.57701e-12	-2.91406e-13	NaN	NaN	21.4054	499.432	508.053	0	1	727.256	16.9683	17.2612	0.1	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	286.685	286.941	102247	1.23344	1014.73	0.023332	0.0130482	0.0131051	1735.43	1572.27	0.0106248	100	0	288.434	-0.305505	0.0334058	0.00354309	0.307346	-6.47152e-15	-4.00693e-16	0.307346	1.44468	98.2975	173.76	0.660522	NaN	0.0851929	0.0414541	103.511	0.0206066	-0.059197	0.00497053	1	3.14002	1	3	5	10	19	68	-0.00879014	1.01843	-0.0321812	1.02518	8.06571	1.09711	-1.70261	1.09711	0.181401	1.09711	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	801101099	899999999	899999999	89999	89999	89	89	10	1	3	13	14	13	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57	0.0270062	0.0441899	0.011712	0.00353375	0.0263295	73.0622	NaN	NaN	-0.0000257116	-0.00170261	0.181401	NaN	NaN	12.21	499.433	16.9684	15.2121	57.2333	006
DATA	2022-10-09T033000_smart3-00557.ghg	2022-10-09	04:00:00	282.1666	0	18000	18000	0.0086066	1	NaN	2.82923	1	NaN	17.8856	1	NaN	8.10433	2	NaN	0.402236	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.15451e-11	3.85693e-13	NaN	NaN	21.3253	497.564	505.975	0	1	712.428	16.6224	16.9034	-0.2	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	286.791	286.895	102230	1.2336	1014.54	0.0233321	0.0260649	0.012838	1699.77	1567.53	0.0104069	100	0	288.112	-0.379487	-0.229245	-0.0303159	0.44439	-2.84918e-14	5.41379e-16	0.44439	2.37057	49.7596	211.136	-3.91171	NaN	0.0835272	0.116974	-18.2722	-0.116735	0.158185	-0.0270642	1	6.69229	3	5	10	15	27	72	0.00841832	1.02237	3.72686	1.02781	15.8705	1.09251	7.08105	1.09251	0.356917	1.09251	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	3	16	0	15	31	31	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59	0.100011	0.0877079	0.0462293	0.00501919	1.21702	658.39	NaN	NaN	0.00297782	0.00708105	0.356917	NaN	NaN	12.2021	497.563	16.6225	14.8818	58.7247	095
