DATAH	filename	date	time	DOY	daytime	file_records	used_records	Tau	qc_Tau	rand_err_Tau	H	qc_H	rand_err_H	LE	qc_LE	rand_err_LE	co2_flux	qc_co2_flux	rand_err_co2_flux	h2o_flux	qc_h2o_flux	rand_err_h2o_flux	ch4_flux	qc_ch4_flux	rand_err_ch4_flux	none_flux	qc_none_flux	rand_err_none_flux	H_strg	LE_strg	co2_strg	h2o_strg	ch4_strg	none_strg	co2_v-adv	h2o_v-adv	ch4_v-adv	none_v-adv	co2_molar_density	co2_mole_fraction	co2_mixing_ratio	co2_time_lag	co2_def_timelag	h2o_molar_density	h2o_mole_fraction	h2o_mixing_ratio	h2o_time_lag	h2o_def_timelag	ch4_molar_density	ch4_mole_fraction	ch4_mixing_ratio	ch4_time_lag	ch4_def_timelag	none_molar_density	none_mole_fraction	none_mixing_ratio	none_time_lag	none_def_timelag	sonic_temperature	air_temperature	air_pressure	air_density	air_heat_capacity	air_molar_volume	ET	water_vapor_density	e	es	specific_humidity	RH	VPD	Tdew	u_unrot	v_unrot	w_unrot	u_rot	v_rot	w_rot	wind_speed	max_wind_speed	wind_dir	yaw	pitch	roll	u*	TKE	L	(z-d)/L	bowen_ratio	T*	model	x_peak	x_offset	x_10%	x_30%	x_50%	x_70%	x_90%	un_Tau	Tau_scf	un_H	H_scf	un_LE	LE_scf	un_co2_flux	co2_scf	un_h2o_flux	h2o_scf	un_ch4_flux	ch4_scf	un_none_flux	un_none_scf	spikes_hf	amplitude_resolution_hf	drop_out_hf	absolute_limits_hf	skewness_kurtosis_hf	skewness_kurtosis_sf	discontinuities_hf	discontinuities_sf	timelag_hf	timelag_sf	attack_angle_hf	non_steady_wind_hf	u_spikes	v_spikes	w_spikes	ts_spikes	co2_spikes	h2o_spikes	ch4_spikes	none_spikes	head_detect_LI-7200	t_out_LI-7200	t_in_LI-7200	aux_in_LI-7200	delta_p_LI-7200	chopper_LI-7200	detector_LI-7200	pll_LI-7200	sync_LI-7200	chopper_LI-7500	detector_LI-7500	pll_LI-7500	sync_LI-7500	not_ready_LI-7700	no_signal_LI-7700	re_unlocked_LI-7700	bad_temp_LI-7700	laser_temp_unregulated_LI-7700	block_temp_unregulated_LI-7700	motor_spinning_LI-7700	pump_on_LI-7700	top_heater_on_LI-7700	bottom_heater_on_LI-7700	calibrating_LI-7700	motor_failure_LI-7700	bad_aux_tc1_LI-7700	bad_aux_tc2_LI-7700	bad_aux_tc3_LI-7700	box_connected_LI-7700	mean_value_RSSI_LI-7200	mean_value_LI-7500	u_var	v_var	w_var	ts_var	co2_var	h2o_var	ch4_var	none_var	w/ts_cov	w/co2_cov	w/h2o_cov	w/ch4_cov	w/none_cov	vin_sf_mean	co2_mean	h2o_mean	dew_point_mean	co2_signal_strength_7500_mean	CHK
DATAU		[yyyy-mm-dd]	[HH:MM]	[ddd.ddd]	[1=daytime]	[#]	[#]	[kg+1m-1s-2]	[#]	[kg+1m-1s-2]	[W+1m-2]	[#]	[W+1m-2]	[W+1m-2]	[#]	[W+1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[W+1m-2]	[W+1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[mmol+1mol_a-1]	[mmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[K]	[K]	[Pa]	[kg+1m-3]	[J+1kg-1K-1]	[m+3mol-1]	[mm+1hour-1]	[kg+1m-3]	[Pa]	[Pa]	[kg+1kg-1]	[%]	[Pa]	[K]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[deg_from_north]	[deg]	[deg]	[deg]	[m+1s-1]	[m+2s-2]	[m]	[#]	[#]	[K]	[0=KJ/1=KM/2=HS]	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[kg+1m-1s-2]	[#]	[W+1m-2]	[#]	[W+1m-2]	[#]	[µmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8co2/h2o/ch4/none	8co2/h2o/ch4/none	8aa	8U	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#]	[#]	[m+2s-2]	[m+2s-2]	[m+2s-2]	[K+2]	--	--	--	--	[m+1s-1K+1]	--	--	--	--	--	--	--	--	--	064
DATA	2022-09-10T233000_smart3-00557.ghg	2022-09-11	00:00:00	254	0	18000	18000	-0.0104629	0	NaN	-8.21073	1	NaN	3.06364	0	NaN	0.832463	1	NaN	0.0695666	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.21413e-12	3.35155e-13	NaN	NaN	17.5311	425.95	435.965	-0.2	0	945.526	22.9733	23.5135	-0.2	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	297.127	296.879	101587	1.18176	1018.36	0.0242968	0.00450792	0.0170384	2334.42	2927.07	0.0144178	79.753	592.643	293.136	0.648489	-0.322744	0.0298661	0.724978	-1.03084e-14	3.54464e-16	0.724978	2.36392	292.778	333.541	2.36102	NaN	0.0940938	0.0818145	8.97229	0.237732	-2.68005	0.0725085	1	9.98696	4	9	20	38	86	400	-0.0102404	1.02173	-7.71137	1.04397	3.3293	1.18649	1.0162	1.18649	0.0755988	1.18649	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800010099	899999999	899999999	89999	89999	89	89	2	8	4	29	9	33	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.0928069	0.0430841	0.027738	0.0124773	0.00176797	3.9555	NaN	NaN	-0.00640766	0.0010162	0.0755988	NaN	NaN	12.7508	425.95	22.9732	19.9115	94.3212	007
DATA	2022-09-11T000000_smart3-00557.ghg	2022-09-11	00:30:00	254.0208	0	18000	18000	-0.00755693	0	NaN	-8.40918	1	NaN	4.0839	0	NaN	-0.375526	2	NaN	0.092714	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.15418e-11	4.95328e-12	NaN	NaN	17.4311	423.315	433.238	0	1	943.189	22.9054	23.4423	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	296.917	296.661	101562	1.18236	1018.32	0.024285	0.00600787	0.0169963	2326.94	2888.85	0.0143748	80.5491	561.908	293.084	0.666392	-0.296196	0.0391375	0.730303	4.54727e-15	5.25163e-15	0.730303	1.99104	291.309	336.036	3.072	NaN	0.079946	0.0637698	5.37224	0.397041	-2.05911	0.0873616	1	13.5291	6	13	28	54	124	606	-0.00735291	1.02775	-7.76261	1.05659	4.01217	1.23834	-0.00355666	1.23834	0.0910857	1.23834	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800010099	899999999	899999999	89999	89999	89	89	4	11	0	19	8	20	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.0669802	0.0339815	0.026578	0.0147864	0.00175733	3.11927	NaN	NaN	-0.00644721	-0.00000355666	0.0910857	NaN	NaN	12.74	423.315	22.9053	19.8598	94.2771	232
DATA	2022-09-11T003000_smart3-00557.ghg	2022-09-11	01:00:00	254.0416	0	18000	18000	-0.00134532	2	NaN	-4.35234	2	NaN	3.47477	2	NaN	0.564965	2	NaN	0.0788714	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-5.99679e-12	-3.26373e-13	NaN	NaN	17.3619	421.506	431.403	0.4	0	944.916	22.9404	23.479	0.2	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	296.779	296.477	101530	1.18271	1018.34	0.0242777	0.00511087	0.0170274	2329.76	2856.98	0.014397	81.546	527.227	293.103	0.71222	-0.370274	0.042371	0.803838	-2.02947e-15	-3.45399e-16	0.803838	2.40412	294.8	332.531	3.02151	NaN	0.0337267	0.0703997	0.779148	2.7376	-1.25255	0.107147	1	89.2872	39	85	182	355	818	4023	-0.00122488	1.09833	-3.53128	1.19542	2.14943	1.81558	0.409421	1.81558	0.0487884	1.81558	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800011199	800111199	899999999	899999999	89999	89999	89	89	6	7	6	22	14	38	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.0814698	0.0337163	0.0256134	0.00516314	0.000362978	2.56687	NaN	NaN	-0.00293199	0.000409421	0.0487884	NaN	NaN	12.7321	421.506	22.9404	19.8793	94.2049	120
DATA	2022-09-11T010000_smart3-00557.ghg	2022-09-11	01:30:00	254.0624	0	18000	18000	-0.0167976	1	NaN	-8.72507	1	NaN	13.161	1	NaN	4.25576	1	NaN	0.298709	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.82189e-11	3.69542e-12	NaN	NaN	17.519	425.224	435.249	0	0	949.003	23.0343	23.5774	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	296.658	296.393	101524	1.18293	1018.39	0.0242722	0.0193563	0.017101	2339.17	2842.57	0.0144565	82.2907	503.4	293.169	0.588883	-0.278866	0.0623971	0.654555	2.16e-14	3.894e-15	0.654555	2.23394	290.401	334.66	5.47017	NaN	0.119164	0.0969066	17.1425	0.124428	-0.662947	0.0607786	1	5.76185	3	5	11	20	43	184	-0.0165139	1.01718	-7.73345	1.0335	12.1533	1.14204	3.99008	1.14204	0.275838	1.14204	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800001199	800111199	899999999	899999999	89999	89999	89	89	15	7	1	4	8	9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.129883	0.0398753	0.0240552	0.0344107	0.00911343	41.0989	NaN	NaN	-0.00641947	0.00399008	0.275838	NaN	NaN	12.7287	425.223	23.0343	19.9441	94.1489	068
DATA	2022-09-11T013000_smart3-00557.ghg	2022-09-11	02:00:00	254.0833	0	18000	18000	-0.0047759	1	NaN	-4.52155	0	NaN	3.30913	1	NaN	0.919197	1	NaN	0.0750813	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.37921e-13	3.99505e-14	NaN	NaN	17.7984	431.679	442.009	0.3	0	963.594	23.3708	23.9301	0.2	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	296.197	296.061	101487	1.18368	1018.58	0.0242538	0.00486527	0.017364	2372.47	2785.98	0.0146695	85.1576	413.505	293.397	0.197934	-0.0137503	0.0190199	0.19932	1.83115e-14	4.14599e-17	0.19932	1.08755	228.818	356.026	5.4757	NaN	0.0635201	0.0684713	5.00918	0.425818	-1.36639	0.0590404	1	1.64629	1	1	3	5	12	44	-0.00462567	1.03248	-4.10421	1.06024	3.0385	1.24066	0.896486	1.24066	0.0689409	1.24066	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800111099	899999999	899999999	89999	89999	89	89	0	4	1	8	2	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.11152	0.0191073	0.00631486	0.126504	0.018856	104.152	NaN	NaN	-0.0034041	0.000896486	0.0689409	NaN	NaN	12.72	431.677	23.3706	20.1719	94.0119	030
DATA	2022-09-11T020000_smart3-00557.ghg	2022-09-11	02:30:00	254.1041	0	18000	18000	-0.0082713	1	NaN	-3.90885	1	NaN	2.55022	1	NaN	0.603861	1	NaN	0.0578609	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.65936e-11	8.97057e-13	NaN	NaN	17.7087	429.609	439.824	0	1	957.339	23.2248	23.777	0.5	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	296.406	296.037	101454	1.18345	1018.49	0.0242597	0.00374938	0.0172513	2356.89	2782.08	0.0145771	84.7167	425.193	293.291	0.61873	-0.25954	0.0563387	0.673322	6.23657e-15	9.37031e-16	0.673322	1.55976	289.074	337.243	4.79971	NaN	0.083601	0.0473023	13.2067	0.161509	-1.53275	0.0387908	1	10.724	5	10	21	40	88	398	-0.00811902	1.01876	-3.63504	1.03723	2.55044	1.15792	0.667569	1.15792	0.057866	1.15792	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800011199	800011199	899999999	899999999	89999	89999	89	89	7	7	1	23	13	30	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.0513131	0.0260257	0.0172657	0.00929192	0.00130833	4.88059	NaN	NaN	-0.00301579	0.000667569	0.057866	NaN	NaN	12.7108	429.609	23.2248	20.0662	93.9803	087
DATA	2022-09-11T023000_smart3-00557.ghg	2022-09-11	03:00:00	254.1249	0	18000	18000	-0.00856217	1	NaN	-7.1225	1	NaN	6.70713	1	NaN	2.14269	1	NaN	0.152171	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.04853e-10	5.70803e-12	NaN	NaN	17.743	430.481	440.812	0	1	965.907	23.4348	23.9972	0	1	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	296.227	296.009	101435	1.18325	1018.61	0.024262	0.0098607	0.0174056	2377.75	2777.32	0.0147101	85.6134	399.561	293.433	0.362065	-0.121595	0.0751081	0.389253	-1.71931e-14	5.9095e-15	0.389253	1.61382	280.411	341.436	11.1253	NaN	0.0850656	0.0637592	7.63478	0.279379	-1.06193	0.0694694	1	3.88259	2	4	7	14	31	134	-0.00835856	1.02436	-6.46142	1.04696	6.20038	1.19345	2.03727	1.19345	0.140674	1.19345	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800001199	899999999	899999999	89999	89999	89	89	3	11	0	9	27	23	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.0818668	0.0320719	0.0135797	0.0477936	0.010728	36.1868	NaN	NaN	-0.00536097	0.00203727	0.140674	NaN	NaN	12.7	430.48	23.4347	20.2084	93.925	061
DATA	2022-09-11T030000_smart3-00557.ghg	2022-09-11	03:30:00	254.1458	0	18000	18000	-0.0172165	1	NaN	-17.953	1	NaN	18.0886	1	NaN	5.16026	1	NaN	0.410359	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-9.98176e-11	-5.45905e-12	NaN	NaN	17.9468	435.391	446.012	0	1	981.515	23.8117	24.3925	0	1	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	295.97	295.923	101413	1.18317	1018.83	0.0242601	0.0265913	0.0176869	2415.47	2762.81	0.0149488	87.428	347.342	293.688	0.0345491	0.00281484	0.0373936	0.0509887	3.51293e-15	-5.56186e-15	0.0509887	1.04907	177.868	4.6578	47.1697	NaN	0.120628	0.0391477	8.63653	0.246974	-0.992505	0.123464	1	0.0120008	1	NaN	NaN	NaN	NaN	NaN	-0.0164203	1.04849	-16.0464	1.05846	16.4997	1.20216	4.8952	1.20216	0.374314	1.20216	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800001099	811101199	899999999	899999999	89999	89999	89	89	1	1	0	1	13	14	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.0253871	0.0366495	0.0162588	0.0670333	0.0212749	72.8081	NaN	NaN	-0.0133116	0.0048952	0.374314	NaN	NaN	12.6604	435.392	23.8117	20.463	93.8336	190
DATA	2022-09-11T033000_smart3-00557.ghg	2022-09-11	04:00:00	254.1666	0	18000	18000	-0.0160826	1	NaN	-11.2458	1	NaN	16.8728	1	NaN	5.05425	1	NaN	0.382849	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.94458e-11	-1.61175e-12	NaN	NaN	17.8191	432.599	443.09	0	1	975.347	23.6788	24.253	0.3	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	296.24	296.118	101409	1.18239	1018.75	0.0242773	0.0248086	0.0175757	2401.88	2795.73	0.0148646	85.9123	393.853	293.597	0.259792	-0.107043	0.0465631	0.284813	1.19387e-15	-1.65249e-15	0.284813	1.37585	277.474	337.607	9.40933	NaN	0.116627	0.0745006	12.4597	0.171191	-0.666505	0.0800499	1	1.15319	1	1	2	4	8	29	-0.0157336	1.02218	-9.93057	1.03884	15.413	1.15671	4.71196	1.15671	0.349726	1.15671	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	810010199	899999999	899999999	89999	89999	89	89	0	6	0	5	12	13	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.105366	0.0301717	0.0134639	0.0546527	0.019167	95.0398	NaN	NaN	-0.0082441	0.00471196	0.349726	NaN	NaN	12.6513	432.598	23.6788	20.3714	93.9004	185
