DATAH	filename	date	time	DOY	daytime	file_records	used_records	Tau	qc_Tau	rand_err_Tau	H	qc_H	rand_err_H	LE	qc_LE	rand_err_LE	co2_flux	qc_co2_flux	rand_err_co2_flux	h2o_flux	qc_h2o_flux	rand_err_h2o_flux	ch4_flux	qc_ch4_flux	rand_err_ch4_flux	none_flux	qc_none_flux	rand_err_none_flux	H_strg	LE_strg	co2_strg	h2o_strg	ch4_strg	none_strg	co2_v-adv	h2o_v-adv	ch4_v-adv	none_v-adv	co2_molar_density	co2_mole_fraction	co2_mixing_ratio	co2_time_lag	co2_def_timelag	h2o_molar_density	h2o_mole_fraction	h2o_mixing_ratio	h2o_time_lag	h2o_def_timelag	ch4_molar_density	ch4_mole_fraction	ch4_mixing_ratio	ch4_time_lag	ch4_def_timelag	none_molar_density	none_mole_fraction	none_mixing_ratio	none_time_lag	none_def_timelag	sonic_temperature	air_temperature	air_pressure	air_density	air_heat_capacity	air_molar_volume	ET	water_vapor_density	e	es	specific_humidity	RH	VPD	Tdew	u_unrot	v_unrot	w_unrot	u_rot	v_rot	w_rot	wind_speed	max_wind_speed	wind_dir	yaw	pitch	roll	u*	TKE	L	(z-d)/L	bowen_ratio	T*	model	x_peak	x_offset	x_10%	x_30%	x_50%	x_70%	x_90%	un_Tau	Tau_scf	un_H	H_scf	un_LE	LE_scf	un_co2_flux	co2_scf	un_h2o_flux	h2o_scf	un_ch4_flux	ch4_scf	un_none_flux	un_none_scf	spikes_hf	amplitude_resolution_hf	drop_out_hf	absolute_limits_hf	skewness_kurtosis_hf	skewness_kurtosis_sf	discontinuities_hf	discontinuities_sf	timelag_hf	timelag_sf	attack_angle_hf	non_steady_wind_hf	u_spikes	v_spikes	w_spikes	ts_spikes	co2_spikes	h2o_spikes	ch4_spikes	none_spikes	head_detect_LI-7200	t_out_LI-7200	t_in_LI-7200	aux_in_LI-7200	delta_p_LI-7200	chopper_LI-7200	detector_LI-7200	pll_LI-7200	sync_LI-7200	chopper_LI-7500	detector_LI-7500	pll_LI-7500	sync_LI-7500	not_ready_LI-7700	no_signal_LI-7700	re_unlocked_LI-7700	bad_temp_LI-7700	laser_temp_unregulated_LI-7700	block_temp_unregulated_LI-7700	motor_spinning_LI-7700	pump_on_LI-7700	top_heater_on_LI-7700	bottom_heater_on_LI-7700	calibrating_LI-7700	motor_failure_LI-7700	bad_aux_tc1_LI-7700	bad_aux_tc2_LI-7700	bad_aux_tc3_LI-7700	box_connected_LI-7700	mean_value_RSSI_LI-7200	mean_value_LI-7500	u_var	v_var	w_var	ts_var	co2_var	h2o_var	ch4_var	none_var	w/ts_cov	w/co2_cov	w/h2o_cov	w/ch4_cov	w/none_cov	vin_sf_mean	co2_mean	h2o_mean	dew_point_mean	co2_signal_strength_7500_mean	CHK
DATAU		[yyyy-mm-dd]	[HH:MM]	[ddd.ddd]	[1=daytime]	[#]	[#]	[kg+1m-1s-2]	[#]	[kg+1m-1s-2]	[W+1m-2]	[#]	[W+1m-2]	[W+1m-2]	[#]	[W+1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[W+1m-2]	[W+1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[mmol+1mol_a-1]	[mmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[K]	[K]	[Pa]	[kg+1m-3]	[J+1kg-1K-1]	[m+3mol-1]	[mm+1hour-1]	[kg+1m-3]	[Pa]	[Pa]	[kg+1kg-1]	[%]	[Pa]	[K]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[deg_from_north]	[deg]	[deg]	[deg]	[m+1s-1]	[m+2s-2]	[m]	[#]	[#]	[K]	[0=KJ/1=KM/2=HS]	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[kg+1m-1s-2]	[#]	[W+1m-2]	[#]	[W+1m-2]	[#]	[µmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8co2/h2o/ch4/none	8co2/h2o/ch4/none	8aa	8U	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#]	[#]	[m+2s-2]	[m+2s-2]	[m+2s-2]	[K+2]	--	--	--	--	[m+1s-1K+1]	--	--	--	--	--	--	--	--	--	064
DATA	2022-09-02T233000_smart3-00557.ghg	2022-09-03	00:00:00	246	0	18000	18000	-0.0281864	1	NaN	-9.79202	1	NaN	30.9241	1	NaN	0.377462	1	NaN	0.70189	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.66144e-10	-1.64462e-11	NaN	NaN	17.3998	424.306	435.731	-0.1	0	1075.21	26.2198	26.9257	-0.1	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	297.179	296.427	101063	1.17599	1020.22	0.0243857	0.0454825	0.0193753	2650.56	2848.46	0.0164757	93.0524	197.899	295.203	0.018154	-0.58382	-0.0676723	0.588009	-3.98041e-14	-1.52958e-14	0.588009	3.25994	0.747191	271.781	-6.60865	NaN	0.154816	0.346783	33.4065	0.0638498	-0.316647	0.0527175	1	3.1698	1	3	6	10	21	82	-0.0277632	1.01524	-7.81345	1.02792	28.1173	1.11737	0.499977	1.11737	0.638184	1.11737	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	801000199	899999999	899999999	89999	89999	89	89	11	38	1	50	33	22	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47	0.19676	0.390031	0.106773	0.00729189	0.000850239	38.3974	NaN	NaN	-0.00651243	0.000499977	0.638184	NaN	NaN	12.67	424.307	26.2197	21.9771	49.0683	018
DATA	2022-09-03T000000_smart3-00557.ghg	2022-09-03	00:30:00	246.0208	0	18000	18000	0.0726171	0	NaN	-6.87227	0	NaN	28.4473	0	NaN	1.90934	1	NaN	0.645844	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.85848e-11	5.42773e-12	NaN	NaN	17.4663	426.476	437.919	-0.2	0	1070.19	26.1308	26.832	-0.1	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	297.268	296.7	101026	1.17453	1020.18	0.024417	0.0418507	0.0192848	2640.62	2895.72	0.0164192	91.1904	255.1	295.141	0.209412	-0.599554	-0.0298463	0.635775	-5.83812e-14	5.07174e-15	0.635775	4.76479	344.329	289.253	-2.69072	NaN	0.24865	0.65348	197.151	0.0108191	-0.241579	0.0230661	0	30.7403	-4.66496	10.5522	26.2764	40.0731	56.2031	84.2025	0.0716473	1.01354	-5.10912	1.02366	26.0303	1.09929	1.79341	1.09929	0.590972	1.09929	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	801100099	899999999	899999999	89999	89999	89	89	0	38	2	38	10	10	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	53	0.441682	0.729436	0.135841	0.00302276	0.00377978	52.2187	NaN	NaN	-0.00426391	0.00179341	0.590972	NaN	NaN	12.6462	426.475	26.1308	21.9155	52.1305	249
DATA	2022-09-03T003000_smart3-00557.ghg	2022-09-03	01:00:00	246.0416	0	18000	18000	-0.0303472	1	NaN	-6.24122	1	NaN	23.037	1	NaN	2.10936	1	NaN	0.52316	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.17407e-11	3.2059e-12	NaN	NaN	17.1034	418.147	429.269	0	0	1059.74	25.9088	26.5979	-0.1	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	297.372	296.987	100995	1.17313	1020.05	0.0244482	0.0339007	0.0190966	2617.36	2946.06	0.0162783	88.8428	328.699	294.996	-0.150577	-0.602071	-0.0135527	0.620763	-1.10139e-14	3.02517e-15	0.620763	4.5427	11.7874	255.958	-1.251	NaN	0.160837	0.513381	58.7371	0.0363144	-0.270921	0.0324276	1	3.42319	2	3	6	11	22	80	-0.0299208	1.01425	-4.79586	1.02563	20.9956	1.10783	1.97766	1.10783	0.476799	1.10783	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800010199	801010199	899999999	899999999	89999	89999	89	89	3	44	4	68	25	53	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60	0.225034	0.667126	0.134602	0.00367367	0.00680015	19.1737	NaN	NaN	-0.00400773	0.00197766	0.476799	NaN	NaN	12.6413	418.146	25.9087	21.7708	60.8294	164
DATA	2022-09-03T010000_smart3-00557.ghg	2022-09-03	01:30:00	246.0624	0	18000	18000	-0.0488085	0	NaN	-3.46657	0	NaN	9.61065	1	NaN	1.27615	1	NaN	0.218308	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-4.40137e-11	-2.76139e-12	NaN	NaN	17.0268	416.793	427.984	0.5	0	1068.25	26.1493	26.8515	-0.1	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	297.519	297.246	100957	1.17156	1020.2	0.0244787	0.0141463	0.0192499	2640.68	2992.24	0.016431	88.2509	351.562	295.141	0.174238	-0.609586	-0.0464875	0.6357	-2.68045e-14	-2.58497e-15	0.6357	5.11434	351.672	285.952	-4.19367	NaN	0.204111	0.462119	216.085	0.00987112	-0.360701	0.0142097	0	29.1594	-4.42505	10.0095	24.925	38.0122	53.3126	79.872	-0.0481566	1.01354	-2.84434	1.02367	8.93114	1.09932	1.2292	1.09932	0.202873	1.09932	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	801000099	811010099	899999999	899999999	89999	89999	89	89	23	71	8	45	35	17	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77	0.34432	0.475469	0.104451	0.00337142	0.00144731	22.9083	NaN	NaN	-0.00237976	0.0012292	0.202873	NaN	NaN	12.65	416.793	26.1494	21.916	77.8238	214
DATA	2022-09-03T013000_smart3-00557.ghg	2022-09-03	02:00:00	246.0833	0	18000	18000	0.0942806	1	NaN	-1.04723	0	NaN	4.67025	1	NaN	-0.893482	0	NaN	0.106089	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.44886e-10	8.92281e-12	NaN	NaN	16.9802	415.79	426.717	0	0	1045.73	25.6065	26.2794	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	297.569	297.282	100936	1.17142	1019.88	0.0244867	0.0068746	0.018844	2585.32	2998.79	0.0160865	86.2121	413.47	294.795	1.84258	-1.28135	-0.102896	2.24668	8.21519e-15	8.53263e-15	2.24668	9.74918	304.271	325.185	-2.62503	NaN	0.283698	0.910532	1920.2	0.00111082	-0.224234	0.00308975	0	29.7091	-4.50848	10.1982	25.3949	38.7289	54.3178	81.3779	0.0931363	1.01229	-0.760631	1.02717	4.18484	1.11985	-0.79255	1.11985	0.0950629	1.11985	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	801000099	801100199	899999999	899999999	89999	89999	89	89	4	29	2	29	8	25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	1.15878	0.469707	0.19258	0.00345054	0.0026208	13.2875	NaN	NaN	-0.000636667	-0.00079255	0.0950629	NaN	NaN	12.6362	415.79	25.6065	21.5694	94.9491	241
DATA	2022-09-03T020000_smart3-00557.ghg	2022-09-03	02:30:00	246.1041	0	18000	18000	0.164069	1	NaN	-0.32191	2	NaN	0.451236	2	NaN	-1.11383	1	NaN	0.0102469	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.97878e-11	1.23026e-12	NaN	NaN	16.8433	412.02	422.852	0	0	1047.19	25.6164	26.2899	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	297.211	296.941	100923	1.1726	1019.88	0.024462	0.000663999	0.0188705	2585.98	2938.07	0.0160929	88.0161	352.095	294.799	1.61166	-1.39409	-0.110987	2.13383	1.26201e-14	1.17482e-15	2.13383	8.39697	314.506	319.14	-2.98146	NaN	0.374057	1.5665	14317.1	0.000148982	-0.713397	0.00071961	0	31.7556	-4.81904	10.9007	27.1442	41.3967	58.0594	86.9836	0.16211	1.01208	-0.288693	1.02655	0.430955	1.11723	-0.987068	1.11723	0.00978635	1.11723	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	801000099	899999999	899999999	89999	89999	89	89	9	13	1	29	20	24	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	1.94252	0.907045	0.283432	0.0126389	0.000438926	10.0766	NaN	NaN	-0.000241399	-0.000987068	0.00978635	NaN	NaN	12.62	412.02	25.6164	21.5735	95.7646	097
DATA	2022-09-03T023000_smart3-00557.ghg	2022-09-03	03:00:00	246.1249	0	18000	18000	0.126597	1	NaN	-2.33211	0	NaN	2.36034	2	NaN	0.264219	0	NaN	0.0536036	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.30142e-10	8.00969e-12	NaN	NaN	16.7788	410.628	421.274	0.3	0	1032.67	25.2724	25.9277	-0.1	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	297.264	297.016	100903	1.17222	1019.69	0.024473	0.00347351	0.0186086	2550.74	2951.35	0.0158747	86.4265	400.602	294.575	0.954334	-1.08796	-0.0353224	1.44764	-1.86297e-14	7.75632e-15	1.44764	6.46856	324.661	311.257	-1.39816	NaN	0.328629	1.24274	1339.85	0.00159197	-0.98804	0.00593698	0	29.6833	-4.50456	10.1893	25.3729	38.6952	54.2706	81.3072	0.125149	1.01157	-2.14611	1.02399	2.35091	1.10568	0.318736	1.10568	0.0533896	1.10568	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800010199	801011199	899999999	899999999	89999	89999	89	89	9	23	2	72	37	28	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	1.326	0.900509	0.258974	0.00322552	0.000472217	53.9545	NaN	NaN	-0.00179546	0.000318736	0.0533896	NaN	NaN	12.6438	410.627	25.2723	21.3492	95.8173	073
DATA	2022-09-03T030000_smart3-00557.ghg	2022-09-03	03:30:00	246.1458	0	18000	18000	0.154912	0	NaN	-4.17385	1	NaN	7.03617	1	NaN	-0.381228	2	NaN	0.15981	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.80415e-11	3.53981e-12	NaN	NaN	16.8149	411.653	422.254	0	0	1025.5	25.1057	25.7523	-0.1	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	297.308	297.13	100907	1.17189	1019.59	0.0244815	0.0103557	0.0184795	2534.01	2971.59	0.0157689	85.2745	437.581	294.467	0.785327	-1.10678	-0.0879285	1.35994	-3.07683e-14	3.45179e-15	1.35994	7.41289	330.363	305.358	-3.70712	NaN	0.363579	1.20116	1013.78	0.002104	-0.593199	0.00960781	0	31.3064	-4.75087	10.7465	26.7602	40.811	57.2381	85.7531	0.153137	1.01159	-3.68318	1.02377	6.69099	1.10452	-0.225749	1.10452	0.15197	1.10452	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	801000099	899999999	899999999	89999	89999	89	89	14	50	5	54	17	24	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	1.21182	0.913027	0.277485	0.00432486	0.000943915	7.17278	NaN	NaN	-0.00308254	-0.000225749	0.15197	NaN	NaN	12.6513	411.654	25.1057	21.2422	95.8146	239
DATA	2022-09-03T033000_smart3-00557.ghg	2022-09-03	04:00:00	246.1666	0	18000	18000	-0.0363196	1	NaN	-1.71481	2	NaN	1.49762	2	NaN	-14.6181	1	NaN	0.0339794	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.24458e-10	-7.41587e-12	NaN	NaN	17.9629	438.197	449.945	0	1	1070.33	26.1102	26.8102	0	1	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	296.836	296.051	100898	1.17561	1020.15	0.0243946	0.00220186	0.0192873	2635.18	2784.38	0.0164061	94.6413	149.206	295.107	0.0113769	-0.758293	-0.0644149	0.761109	-4.20653e-14	-6.92861e-15	0.761109	6.10328	0.882288	270.86	-4.85492	NaN	0.175767	0.788924	278.826	0.00764994	-1.14502	0.0081348	1	4.49819	2	4	8	13	26	90	-0.0358597	1.01283	-1.59206	1.02342	1.53346	1.0997	-13.2274	1.0997	0.0347926	1.0997	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800001199	899999999	899999999	89999	89999	89	89	7	19	1	20	5	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84	0.398965	0.98602	0.192863	0.0381672	0.349433	634.844	NaN	NaN	-0.00132748	-0.0132274	0.0347926	NaN	NaN	12.66	438.177	26.1093	21.878	83.9348	247
