DATAH	filename	date	time	DOY	daytime	file_records	used_records	Tau	qc_Tau	rand_err_Tau	H	qc_H	rand_err_H	LE	qc_LE	rand_err_LE	co2_flux	qc_co2_flux	rand_err_co2_flux	h2o_flux	qc_h2o_flux	rand_err_h2o_flux	ch4_flux	qc_ch4_flux	rand_err_ch4_flux	none_flux	qc_none_flux	rand_err_none_flux	H_strg	LE_strg	co2_strg	h2o_strg	ch4_strg	none_strg	co2_v-adv	h2o_v-adv	ch4_v-adv	none_v-adv	co2_molar_density	co2_mole_fraction	co2_mixing_ratio	co2_time_lag	co2_def_timelag	h2o_molar_density	h2o_mole_fraction	h2o_mixing_ratio	h2o_time_lag	h2o_def_timelag	ch4_molar_density	ch4_mole_fraction	ch4_mixing_ratio	ch4_time_lag	ch4_def_timelag	none_molar_density	none_mole_fraction	none_mixing_ratio	none_time_lag	none_def_timelag	sonic_temperature	air_temperature	air_pressure	air_density	air_heat_capacity	air_molar_volume	ET	water_vapor_density	e	es	specific_humidity	RH	VPD	Tdew	u_unrot	v_unrot	w_unrot	u_rot	v_rot	w_rot	wind_speed	max_wind_speed	wind_dir	yaw	pitch	roll	u*	TKE	L	(z-d)/L	bowen_ratio	T*	model	x_peak	x_offset	x_10%	x_30%	x_50%	x_70%	x_90%	un_Tau	Tau_scf	un_H	H_scf	un_LE	LE_scf	un_co2_flux	co2_scf	un_h2o_flux	h2o_scf	un_ch4_flux	ch4_scf	un_none_flux	un_none_scf	spikes_hf	amplitude_resolution_hf	drop_out_hf	absolute_limits_hf	skewness_kurtosis_hf	skewness_kurtosis_sf	discontinuities_hf	discontinuities_sf	timelag_hf	timelag_sf	attack_angle_hf	non_steady_wind_hf	u_spikes	v_spikes	w_spikes	ts_spikes	co2_spikes	h2o_spikes	ch4_spikes	none_spikes	head_detect_LI-7200	t_out_LI-7200	t_in_LI-7200	aux_in_LI-7200	delta_p_LI-7200	chopper_LI-7200	detector_LI-7200	pll_LI-7200	sync_LI-7200	chopper_LI-7500	detector_LI-7500	pll_LI-7500	sync_LI-7500	not_ready_LI-7700	no_signal_LI-7700	re_unlocked_LI-7700	bad_temp_LI-7700	laser_temp_unregulated_LI-7700	block_temp_unregulated_LI-7700	motor_spinning_LI-7700	pump_on_LI-7700	top_heater_on_LI-7700	bottom_heater_on_LI-7700	calibrating_LI-7700	motor_failure_LI-7700	bad_aux_tc1_LI-7700	bad_aux_tc2_LI-7700	bad_aux_tc3_LI-7700	box_connected_LI-7700	mean_value_RSSI_LI-7200	mean_value_LI-7500	u_var	v_var	w_var	ts_var	co2_var	h2o_var	ch4_var	none_var	w/ts_cov	w/co2_cov	w/h2o_cov	w/ch4_cov	w/none_cov	vin_sf_mean	co2_mean	h2o_mean	dew_point_mean	co2_signal_strength_7500_mean	CHK
DATAU		[yyyy-mm-dd]	[HH:MM]	[ddd.ddd]	[1=daytime]	[#]	[#]	[kg+1m-1s-2]	[#]	[kg+1m-1s-2]	[W+1m-2]	[#]	[W+1m-2]	[W+1m-2]	[#]	[W+1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[W+1m-2]	[W+1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[mmol+1mol_a-1]	[mmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[K]	[K]	[Pa]	[kg+1m-3]	[J+1kg-1K-1]	[m+3mol-1]	[mm+1hour-1]	[kg+1m-3]	[Pa]	[Pa]	[kg+1kg-1]	[%]	[Pa]	[K]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[deg_from_north]	[deg]	[deg]	[deg]	[m+1s-1]	[m+2s-2]	[m]	[#]	[#]	[K]	[0=KJ/1=KM/2=HS]	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[kg+1m-1s-2]	[#]	[W+1m-2]	[#]	[W+1m-2]	[#]	[µmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8co2/h2o/ch4/none	8co2/h2o/ch4/none	8aa	8U	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#]	[#]	[m+2s-2]	[m+2s-2]	[m+2s-2]	[K+2]	--	--	--	--	[m+1s-1K+1]	--	--	--	--	--	--	--	--	--	064
DATA	2022-08-24T233000_smart3-00557.ghg	2022-08-25	00:00:00	237	0	18000	18000	-0.00937428	1	NaN	0.393515	1	NaN	4.94159	1	NaN	0.417185	1	NaN	0.112597	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-6.99676e-11	-4.03483e-12	NaN	NaN	16.8362	415.923	426.144	0	1	970.897	23.9851	24.5745	-0.1	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	300.226	300.431	101108	1.16183	1019.02	0.024704	0.00729629	0.0174956	2425.74	3614.01	0.0150586	67.1204	1188.27	293.757	0.672202	-0.316474	0.0216975	0.743291	-6.21971e-15	-4.15578e-15	0.743291	2.492	291.507	334.789	1.67277	NaN	0.0898251	0.108242	-162.359	-0.0131375	0.0796334	-0.00370032	1	13.2392	6	11	21	36	68	214	-0.00922149	1.01657	0.669896	1.02444	4.38032	1.09031	0.322585	1.09031	0.0998082	1.09031	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000199	800001199	899999999	899999999	89999	89999	89	89	3	3	2	22	22	49	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.116433	0.0634912	0.0365604	0.00170339	0.000199215	6.57304	NaN	NaN	0.000565826	0.000322585	0.0998082	NaN	NaN	12.7	415.922	23.985	20.5322	96.1002	187
DATA	2022-08-25T000000_smart3-00557.ghg	2022-08-25	00:30:00	237.0208	0	18000	18000	-0.0112621	0	NaN	-0.786933	0	NaN	6.77376	0	NaN	0.550265	0	NaN	0.154352	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-4.01153e-11	-2.33334e-12	NaN	NaN	16.8549	416.611	426.958	0.1	0	980.382	24.2326	24.8344	0.1	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	300.256	300.485	101072	1.16109	1019.16	0.0247175	0.010002	0.0176665	2449.88	3625.54	0.0152154	67.5728	1175.66	293.918	0.510359	-0.00147985	0.0608034	0.513971	3.44884e-15	-2.38003e-15	0.513971	1.85961	269.448	359.834	6.79407	NaN	0.0984863	0.0873551	106.99	0.0199364	-0.116174	0.00675233	1	5.96649	3	5	10	18	36	130	-0.0110998	1.01462	-0.380554	1.02419	6.09745	1.09961	0.475852	1.09961	0.138942	1.09961	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000199	899999999	899999999	89999	89999	89	89	16	7	2	35	27	60	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.0778585	0.0685155	0.0283363	0.00280638	0.000401121	16.5447	NaN	NaN	-0.000321594	0.000475852	0.138942	NaN	NaN	12.689	416.611	24.2326	20.6929	96.0726	143
DATA	2022-08-25T003000_smart3-00557.ghg	2022-08-25	01:00:00	237.0416	0	18000	18000	-0.01334	0	NaN	-0.70159	1	NaN	7.97665	0	NaN	1.37386	1	NaN	0.181763	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.19183e-11	-1.29354e-12	NaN	NaN	16.7433	413.991	424.359	0.1	0	988.133	24.4323	25.0442	0.1	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	300.298	300.487	101038	1.16061	1019.27	0.0247257	0.0117782	0.0178062	2469.26	3625.92	0.015342	68.1003	1156.66	294.046	0.750015	0.177612	0.110529	0.778643	1.70509e-14	-1.30908e-15	0.778643	2.6535	257.737	13.3229	8.16075	NaN	0.10721	0.16083	154.77	0.0137818	-0.0879554	0.00553186	1	10.1976	4	9	17	31	61	216	-0.0131732	1.01266	-0.228502	1.02315	7.16079	1.09867	1.21206	1.09867	0.163172	1.09867	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800011199	899999999	899999999	89999	89999	89	89	3	10	5	32	38	39	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.17208	0.113775	0.0358058	0.00249758	0.00165763	14.3665	NaN	NaN	-0.000193158	0.00121206	0.163172	NaN	NaN	12.68	413.991	24.4323	20.8209	96.0459	134
DATA	2022-08-25T010000_smart3-00557.ghg	2022-08-25	01:30:00	237.0624	0	18000	18000	-0.0118927	0	NaN	-1.6892	0	NaN	5.75057	0	NaN	0.635244	0	NaN	0.131019	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.41485e-11	1.44818e-12	NaN	NaN	16.6883	412.622	423.091	0.1	0	1000.8	24.7449	25.3728	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	300.236	300.345	100993	1.1605	1019.45	0.0247252	0.00849006	0.0180343	2499.73	3595.95	0.0155402	69.5152	1096.22	294.245	0.641798	-0.0505252	0.0843785	0.64929	-1.5117e-14	1.44703e-15	0.64929	2.20036	274.241	355.499	7.467	NaN	0.101232	0.127095	54.1034	0.0394245	-0.293745	0.0141044	1	8.01889	4	7	14	26	52	198	-0.0117264	1.01418	-1.32099	1.02587	5.24409	1.10926	0.595447	1.10926	0.11948	1.10926	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800010199	899999999	899999999	89999	89999	89	89	2	4	0	45	28	34	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.091786	0.128009	0.034395	0.00675175	0.00055324	13.7858	NaN	NaN	-0.00111657	0.000595447	0.11948	NaN	NaN	12.6976	412.622	24.7449	21.0202	95.9812	252
DATA	2022-08-25T013000_smart3-00557.ghg	2022-08-25	02:00:00	237.0833	0	18000	18000	-0.00901652	1	NaN	-2.85184	1	NaN	2.65363	2	NaN	-0.450205	2	NaN	0.0604499	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.02145e-10	6.16612e-12	NaN	NaN	16.7123	413.061	423.624	0	1	1008.87	24.935	25.5727	-0.1	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	300.165	300.182	100976	1.16085	1019.56	0.0247159	0.00391716	0.0181798	2518.51	3561.72	0.0156607	70.7106	1043.21	294.367	0.574639	-0.239392	0.0668831	0.626093	4.21558e-15	6.11194e-15	0.626093	2.36242	289.666	337.384	6.13239	NaN	0.0881315	0.1045	21.1437	0.100881	-1.07469	0.0273405	1	8.91412	4	8	17	31	67	283	-0.00886935	1.01659	-2.61857	1.03184	2.5936	1.13469	-0.300548	1.13469	0.0590826	1.13469	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800010199	800011199	899999999	899999999	89999	89999	89	89	18	14	6	68	40	57	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.102069	0.0672366	0.0396939	0.00213641	0.00144086	23.0936	NaN	NaN	-0.00221247	-0.000300548	0.0590826	NaN	NaN	12.6893	413.061	24.935	21.1421	95.9072	241
DATA	2022-08-25T020000_smart3-00557.ghg	2022-08-25	02:30:00	237.1041	0	18000	18000	-0.00874499	1	NaN	-1.97312	1	NaN	3.11128	1	NaN	-0.292487	1	NaN	0.0708703	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7.53418e-11	-4.59437e-12	NaN	NaN	16.7883	414.925	425.696	-0.1	0	1023.75	25.3023	25.9591	-0.2	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	300.127	300.109	100954	1.16072	1019.76	0.0247152	0.00459239	0.0184481	2555.06	3546.46	0.0158936	72.0454	991.396	294.602	0.725509	-0.411933	0.0156276	0.834444	1.00788e-14	-4.48776e-15	0.834444	2.51932	296.397	330.413	1.07311	NaN	0.0867991	0.136176	29.1922	0.0730674	-0.634182	0.0192048	1	14.2917	6	13	27	49	104	431	-0.00861734	1.01481	-1.74445	1.02919	2.91627	1.12547	-0.203156	1.12547	0.0664282	1.12547	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800001199	800011199	899999999	899999999	89999	89999	89	89	9	3	0	55	24	50	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.153947	0.0699669	0.0484382	0.00318062	0.000470525	14.6136	NaN	NaN	-0.00147377	-0.000203156	0.0664282	NaN	NaN	12.65	414.925	25.3023	21.3771	95.8332	081
DATA	2022-08-25T023000_smart3-00557.ghg	2022-08-25	03:00:00	237.1249	0	18000	18000	-0.0104751	1	NaN	-0.193476	2	NaN	0.144841	2	NaN	-2.57778	1	NaN	0.00329877	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.58552e-11	2.18353e-12	NaN	NaN	16.9609	418.957	429.926	0	0	1032.9	25.5139	26.1819	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	300.035	299.955	100959	1.16128	1019.88	0.0247013	0.00021376	0.0186128	2576.55	3514.48	0.0160278	73.3124	937.929	294.739	0.86671	-0.463049	0.00169396	0.982651	5.08247e-15	2.11399e-15	0.982651	2.73166	295.576	331.886	0.0987704	NaN	0.0949753	0.183657	390.04	0.00546867	-1.33578	0.00172	1	17.357	8	15	29	51	100	346	-0.0103501	1.01208	-0.180898	1.02332	0.150634	1.10097	-2.33423	1.10097	0.0034307	1.10097	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000199	800000199	899999999	899999999	89999	89999	89	89	2	6	2	57	26	82	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.211272	0.0869576	0.0690847	0.000839219	0.00556545	6.27066	NaN	NaN	-0.000152737	-0.00233423	0.0034307	NaN	NaN	12.6445	418.957	25.5138	21.5139	95.7444	242
DATA	2022-08-25T030000_smart3-00557.ghg	2022-08-25	03:30:00	237.1458	0	18000	18000	-0.0155508	1	NaN	-0.61623	2	NaN	1.32859	2	NaN	0.728288	1	NaN	0.0302587	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7.68788e-11	-4.69532e-12	NaN	NaN	17.0156	420.291	431.364	0	1	1039.22	25.669	26.3452	-0.5	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	300.024	299.953	100963	1.16126	1019.97	0.0247003	0.00196076	0.0187267	2592.31	3514.23	0.0161262	73.7659	921.928	294.839	0.77319	-0.404473	-0.0336494	0.873243	6.53279e-15	-4.51813e-15	0.873243	2.60446	294.978	332.385	-2.20837	NaN	0.115721	0.168195	221.524	0.00962877	-0.463822	0.00449587	1	10.9111	5	10	18	32	64	224	-0.0153593	1.01247	-0.52649	1.02354	1.24737	1.10122	0.676597	1.10122	0.0284088	1.10122	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000199	800100199	899999999	899999999	89999	89999	89	89	8	9	3	43	29	60	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.172677	0.104651	0.0590618	0.00193897	0.000538491	3.70591	NaN	NaN	-0.000444502	0.000676597	0.0284088	NaN	NaN	12.64	420.291	25.669	21.6135	95.7016	183
DATA	2022-08-25T033000_smart3-00557.ghg	2022-08-25	04:00:00	237.1666	0	18000	18000	-0.0204263	0	NaN	0.684623	1	NaN	6.99	0	NaN	-0.658381	2	NaN	0.159225	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.4122e-10	-8.70751e-12	NaN	NaN	16.9217	418.252	429.324	0	1	1043.38	25.789	26.4717	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	300.136	300.133	100956	1.16043	1020.04	0.0247169	0.0103178	0.0188016	2604.24	3551.6	0.0162024	73.3259	947.36	294.914	0.747461	-0.35363	0.0383568	0.827783	2.08858e-16	-8.34552e-15	0.827783	2.45598	293.108	334.681	2.65585	NaN	0.132674	0.163852	-300.485	-0.00709853	0.0979432	-0.00435943	1	8.53668	4	7	14	24	46	149	-0.0201103	1.01571	1.07245	1.02404	6.16373	1.09048	-0.694739	1.09048	0.140404	1.09048	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000199	800001199	899999999	899999999	89999	89999	89	89	2	2	1	47	33	49	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.143417	0.122658	0.0616292	0.00216313	0.00216616	7.41712	NaN	NaN	0.000906028	-0.000694739	0.140404	NaN	NaN	12.64	418.252	25.789	21.6887	95.7136	004
