DATAH	filename	date	time	DOY	daytime	file_records	used_records	Tau	qc_Tau	rand_err_Tau	H	qc_H	rand_err_H	LE	qc_LE	rand_err_LE	co2_flux	qc_co2_flux	rand_err_co2_flux	h2o_flux	qc_h2o_flux	rand_err_h2o_flux	ch4_flux	qc_ch4_flux	rand_err_ch4_flux	none_flux	qc_none_flux	rand_err_none_flux	H_strg	LE_strg	co2_strg	h2o_strg	ch4_strg	none_strg	co2_v-adv	h2o_v-adv	ch4_v-adv	none_v-adv	co2_molar_density	co2_mole_fraction	co2_mixing_ratio	co2_time_lag	co2_def_timelag	h2o_molar_density	h2o_mole_fraction	h2o_mixing_ratio	h2o_time_lag	h2o_def_timelag	ch4_molar_density	ch4_mole_fraction	ch4_mixing_ratio	ch4_time_lag	ch4_def_timelag	none_molar_density	none_mole_fraction	none_mixing_ratio	none_time_lag	none_def_timelag	sonic_temperature	air_temperature	air_pressure	air_density	air_heat_capacity	air_molar_volume	ET	water_vapor_density	e	es	specific_humidity	RH	VPD	Tdew	u_unrot	v_unrot	w_unrot	u_rot	v_rot	w_rot	wind_speed	max_wind_speed	wind_dir	yaw	pitch	roll	u*	TKE	L	(z-d)/L	bowen_ratio	T*	model	x_peak	x_offset	x_10%	x_30%	x_50%	x_70%	x_90%	un_Tau	Tau_scf	un_H	H_scf	un_LE	LE_scf	un_co2_flux	co2_scf	un_h2o_flux	h2o_scf	un_ch4_flux	ch4_scf	un_none_flux	un_none_scf	spikes_hf	amplitude_resolution_hf	drop_out_hf	absolute_limits_hf	skewness_kurtosis_hf	skewness_kurtosis_sf	discontinuities_hf	discontinuities_sf	timelag_hf	timelag_sf	attack_angle_hf	non_steady_wind_hf	u_spikes	v_spikes	w_spikes	ts_spikes	co2_spikes	h2o_spikes	ch4_spikes	none_spikes	head_detect_LI-7200	t_out_LI-7200	t_in_LI-7200	aux_in_LI-7200	delta_p_LI-7200	chopper_LI-7200	detector_LI-7200	pll_LI-7200	sync_LI-7200	chopper_LI-7500	detector_LI-7500	pll_LI-7500	sync_LI-7500	not_ready_LI-7700	no_signal_LI-7700	re_unlocked_LI-7700	bad_temp_LI-7700	laser_temp_unregulated_LI-7700	block_temp_unregulated_LI-7700	motor_spinning_LI-7700	pump_on_LI-7700	top_heater_on_LI-7700	bottom_heater_on_LI-7700	calibrating_LI-7700	motor_failure_LI-7700	bad_aux_tc1_LI-7700	bad_aux_tc2_LI-7700	bad_aux_tc3_LI-7700	box_connected_LI-7700	mean_value_RSSI_LI-7200	mean_value_LI-7500	u_var	v_var	w_var	ts_var	co2_var	h2o_var	ch4_var	none_var	w/ts_cov	w/co2_cov	w/h2o_cov	w/ch4_cov	w/none_cov	vin_sf_mean	co2_mean	h2o_mean	dew_point_mean	co2_signal_strength_7500_mean	CHK
DATAU		[yyyy-mm-dd]	[HH:MM]	[ddd.ddd]	[1=daytime]	[#]	[#]	[kg+1m-1s-2]	[#]	[kg+1m-1s-2]	[W+1m-2]	[#]	[W+1m-2]	[W+1m-2]	[#]	[W+1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[W+1m-2]	[W+1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[mmol+1mol_a-1]	[mmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[K]	[K]	[Pa]	[kg+1m-3]	[J+1kg-1K-1]	[m+3mol-1]	[mm+1hour-1]	[kg+1m-3]	[Pa]	[Pa]	[kg+1kg-1]	[%]	[Pa]	[K]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[deg_from_north]	[deg]	[deg]	[deg]	[m+1s-1]	[m+2s-2]	[m]	[#]	[#]	[K]	[0=KJ/1=KM/2=HS]	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[kg+1m-1s-2]	[#]	[W+1m-2]	[#]	[W+1m-2]	[#]	[µmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8co2/h2o/ch4/none	8co2/h2o/ch4/none	8aa	8U	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#]	[#]	[m+2s-2]	[m+2s-2]	[m+2s-2]	[K+2]	--	--	--	--	[m+1s-1K+1]	--	--	--	--	--	--	--	--	--	064
DATA	2022-12-22T233000_smart3-00557.ghg	2022-12-23	00:00:00	357	0	18000	18000	-0.0360197	1	NaN	-4.97216	1	NaN	1.07421	2	NaN	-1.86267	1	NaN	0.0238425	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.49107e-10	1.27133e-12	NaN	NaN	19.4809	430.8	431.749	-0.1	0	99.4221	2.19861	2.20346	-0.1	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	272.632	273.1	102675	1.3087	1006.33	0.0221139	0.00154499	0.00179159	225.804	607.201	0.00136898	37.1876	381.397	260.182	-0.617915	-0.445411	-0.0782619	0.765725	-4.39881e-15	1.27872e-14	0.765725	4.13204	51.5501	215.785	-5.86624	NaN	0.165901	0.339274	81.5034	0.0261707	-4.62866	0.0227569	1	4.78697	2	4	8	15	30	108	-0.0355417	1.01345	-4.79582	1.02524	1.02347	1.10777	-1.44763	1.10777	0.0227163	1.10777	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	810100099	899999999	899999999	89999	89999	89	89	17	18	2	21	2	14	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.27804	0.236067	0.164441	0.00718052	0.000571902	8.76117	NaN	NaN	-0.0036415	-0.00144763	0.0227163	NaN	NaN	11.0677	430.8	2.19863	-13.0292	94.4315	101
DATA	2022-12-23T000000_smart3-00557.ghg	2022-12-23	00:30:00	357.0208	0	18000	18000	-0.0241995	1	NaN	-8.31127	1	NaN	9.45506	1	NaN	-1.18867	1	NaN	0.209815	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.80192e-10	9.53719e-13	NaN	NaN	19.5466	431.903	432.893	-0.1	0	103.456	2.28597	2.29121	-0.2	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	272.415	272.886	102678	1.30971	1006.38	0.0220961	0.013596	0.00186428	234.781	597.828	0.00142342	39.2724	363.047	260.664	-0.629035	-0.517746	-0.0752438	0.818174	-3.5041e-15	9.21859e-15	0.818174	4.0795	46.1096	219.457	-5.2767	NaN	0.13593	0.313294	26.8202	0.0795296	-0.879029	0.0463889	1	6.91974	3	6	13	23	49	201	-0.0238375	1.01519	-7.6023	1.02997	8.45326	1.1287	-0.733267	1.1287	0.187585	1.1287	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	810000199	899999999	899999999	89999	89999	89	89	20	7	2	12	13	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.295457	0.211447	0.119685	0.00893146	0.00208867	10.7045	NaN	NaN	-0.00576776	-0.000733267	0.187585	NaN	NaN	11.0585	431.904	2.28597	-12.5487	94.4159	152
DATA	2022-12-23T003000_smart3-00557.ghg	2022-12-23	01:00:00	357.0416	0	18000	18000	-0.0384523	1	NaN	-13.853	1	NaN	5.64252	1	NaN	2.42415	1	NaN	0.125196	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.80499e-10	9.19413e-13	NaN	NaN	19.6473	433.918	434.88	0	1	100.078	2.21026	2.21516	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	272.271	272.746	102675	1.31039	1006.34	0.0220854	0.00811267	0.00180341	226.999	591.773	0.00137624	38.3592	364.773	260.247	-0.753322	-0.490676	-0.107207	0.9054	1.87367e-14	9.18695e-15	0.9054	4.46069	52.2124	213.078	-6.80023	NaN	0.171302	0.322484	32.204	0.0662339	-2.4551	0.0613252	1	5.64993	2	5	10	19	39	154	-0.0378981	1.01462	-13.182	1.02914	5.1554	1.12577	2.77726	1.12577	0.114387	1.12577	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	17	14	0	8	3	12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.310868	0.187263	0.146837	0.0106949	0.00212893	5.74678	NaN	NaN	-0.00999629	0.00277726	0.114387	NaN	NaN	11.04	433.918	2.21026	-12.9624	94.4039	211
DATA	2022-12-23T010000_smart3-00557.ghg	2022-12-23	01:30:00	357.0624	0	18000	18000	-0.0861861	1	NaN	-10.95	1	NaN	9.38203	1	NaN	0.229795	2	NaN	0.208163	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.45691e-11	1.19782e-13	NaN	NaN	19.5973	432.865	433.78	0	1	95.5429	2.11035	2.11481	0.2	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	272.272	272.726	102655	1.31028	1006.28	0.022088	0.013489	0.00172168	216.696	590.897	0.00131398	36.6724	374.201	259.676	-0.711981	-0.633897	-0.0749287	0.95622	8.23456e-15	1.2537e-15	0.95622	4.03774	41.1502	221.68	-4.49426	NaN	0.25647	0.559367	136.71	0.0156024	-1.16712	0.0323811	0	24.5581	-3.72679	8.43001	20.9919	32.014	44.9001	67.2685	-0.0851211	1.01251	-10.2174	1.02427	8.5912	1.10501	0.666446	1.10501	0.190617	1.10501	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800010199	899999999	899999999	89999	89999	89	89	10	19	0	45	2	31	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.488786	0.376605	0.253343	0.00629685	0.00651976	6.33779	NaN	NaN	-0.00774916	0.000666446	0.190617	NaN	NaN	11.0318	432.865	2.11038	-13.534	94.3934	044
DATA	2022-12-23T013000_smart3-00557.ghg	2022-12-23	02:00:00	357.0833	0	18000	18000	-0.0885749	1	NaN	-14.9934	1	NaN	11.3677	1	NaN	0.848623	1	NaN	0.252203	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.56824e-11	2.71184e-13	NaN	NaN	19.4719	430.07	430.972	0	1	94.8322	2.09453	2.09892	0.1	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	272.154	272.65	102633	1.31037	1006.27	0.0220867	0.0163428	0.00170888	215.024	587.621	0.00130412	36.5924	372.596	259.581	-0.756258	-0.449407	-0.062227	0.88191	7.78933e-15	2.85962e-15	0.88191	4.91645	55.1028	210.721	-4.04611	NaN	0.259991	0.617117	103.994	0.0205107	-1.31894	0.0437352	0	24.8335	-3.76859	8.52455	21.2273	32.373	45.4036	68.0229	-0.08745	1.01286	-14.0601	1.02468	10.4153	1.10628	1.40309	1.10628	0.231072	1.10628	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800010099	899999999	899999999	89999	89999	89	89	5	4	0	33	9	29	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.620722	0.360322	0.253189	0.00752316	0.000620056	5.98833	NaN	NaN	-0.010663	0.00140309	0.231072	NaN	NaN	11.02	430.07	2.09449	-13.6293	94.3841	143
DATA	2022-12-23T020000_smart3-00557.ghg	2022-12-23	02:30:00	357.1041	0	18000	18000	-0.0882547	0	NaN	-12.7051	0	NaN	11.9246	0	NaN	-0.15136	0	NaN	0.264508	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.16751e-10	-5.69464e-13	NaN	NaN	19.5908	432.422	433.336	0	1	95.5564	2.10919	2.11364	0.2	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	271.977	272.455	102624	1.31119	1006.28	0.0220727	0.0171401	0.00172193	216.512	579.339	0.00131325	37.3722	362.827	259.666	-0.806793	-0.427563	-0.0659352	0.915463	-1.22747e-14	-5.95945e-15	0.915463	4.13141	59.1898	207.922	-4.13024	NaN	0.259439	0.535348	121.938	0.0174925	-1.06545	0.0371158	0	27.6028	-4.18884	9.47516	23.5945	35.9831	50.4668	75.6084	-0.0871509	1.01267	-11.802	1.0244	10.9035	1.10531	0.385984	1.10531	0.241858	1.10531	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800010199	899999999	899999999	89999	89999	89	89	29	10	0	54	1	35	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.547189	0.329949	0.193559	0.00568045	0.000869176	7.75216	NaN	NaN	-0.00894486	0.000385984	0.241858	NaN	NaN	10.9977	432.422	2.10912	-13.546	94.3744	110
DATA	2022-12-23T023000_smart3-00557.ghg	2022-12-23	03:00:00	357.1249	0	18000	18000	-0.0681647	0	NaN	-13.9704	0	NaN	11.8101	0	NaN	-0.608366	2	NaN	0.261949	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.80637e-10	-8.91442e-13	NaN	NaN	19.6116	432.735	433.661	0	1	96.7835	2.13555	2.14012	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	271.9	272.375	102629	1.31162	1006.29	0.0220652	0.0169743	0.00174404	219.227	575.938	0.00132968	38.0644	356.711	259.819	-0.742361	-0.399717	0.0164213	0.843293	-1.35505e-14	-9.21068e-15	0.843293	3.79281	55.8188	208.3	1.11578	NaN	0.227969	0.427291	75.2384	0.0283499	-1.18292	0.0464304	0	25.7993	-3.91514	8.85606	22.0528	33.632	47.1693	70.6683	-0.0672736	1.01325	-13.0323	1.02538	10.7788	1.10907	0.0364102	1.10907	0.239075	1.10907	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	6	12	0	21	0	28	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.357333	0.320296	0.176952	0.00780001	0.000781353	6.36468	NaN	NaN	-0.0098739	0.0000364102	0.239075	NaN	NaN	10.9877	432.735	2.13552	-13.3917	94.3637	097
DATA	2022-12-23T030000_smart3-00557.ghg	2022-12-23	03:30:00	357.1458	0	18000	18000	-0.0890108	0	NaN	-16.003	0	NaN	12.2943	0	NaN	-0.799214	2	NaN	0.272649	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.89857e-11	9.48167e-14	NaN	NaN	19.6665	433.71	434.651	0	1	98.2164	2.16599	2.17069	0.2	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	271.746	272.224	102627	1.31232	1006.3	0.0220532	0.0176676	0.00176986	222.35	569.616	0.00134865	39.035	347.266	259.992	-0.703795	-0.447907	-0.0604763	0.836424	-2.8197e-14	9.65386e-16	0.836424	4.33281	51.6729	212.473	-4.1463	NaN	0.260436	0.445352	97.9318	0.0217805	-1.30166	0.0465298	0	28.0696	-4.25968	9.6354	23.9935	36.5916	51.3203	76.8871	-0.0878657	1.01303	-14.9986	1.02477	11.2668	1.10632	-0.0379916	1.10632	0.249864	1.10632	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800000099	899999999	899999999	89999	89999	89	89	13	9	0	9	2	17	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.404983	0.298679	0.187041	0.0099531	0.00101094	6.15937	NaN	NaN	-0.0113575	-0.0000379916	0.249864	NaN	NaN	10.96	433.71	2.16594	-13.2178	94.3482	164
DATA	2022-12-23T033000_smart3-00557.ghg	2022-12-23	04:00:00	357.1666	0	18000	18000	-0.0926688	1	NaN	-10.3987	1	NaN	7.20766	1	NaN	-0.140715	1	NaN	0.159835	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.20281e-11	5.85282e-14	NaN	NaN	19.6853	434.031	434.949	0	1	95.788	2.11198	2.11645	0	0	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	9	271.702	272.169	102629	1.31263	1006.27	0.0220484	0.0103573	0.0017261	216.808	567.337	0.00131499	38.2151	350.529	259.682	-0.925172	-0.456829	-0.0883077	1.03558	-9.00462e-15	6.11019e-16	1.03558	4.69568	60.24	206.279	-4.89174	NaN	0.265702	0.565466	160.04	0.013328	-1.44274	0.0296296	0	25.8754	-3.92669	8.88219	22.1179	33.7312	47.3085	70.8767	-0.0915434	1.01229	-9.79085	1.02418	6.6217	1.10506	0.325149	1.10506	0.146841	1.10506	NaN	NaN	NaN	NaN	800000099	800000099	800000099	800000099	800000099	800010199	899999999	899999999	89999	89999	89	89	18	8	1	38	19	31	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	0.523827	0.36849	0.238615	0.0053933	0.000421243	4.93687	NaN	NaN	-0.00741244	0.000325149	0.146841	NaN	NaN	10.96	434.031	2.11183	-13.5277	94.3376	186
